TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent,PaymentType
149,5/4/2025,1167,2012,404,3.0,0,20%,Credit
150,5/4/2025,1071,2004,403,1.0,834.52,15%,Credit
151,5/4/2025,1113,2056,402,2.0,839.55,75%,Credit
152,5/4/2025,1025,2087,403,2.0,0,25%,Debit
153,5/4/2025,1015,2050,403,1.0,504.31,75%,Credit
154,5/4/2025,1031,2058,401,1.0,2400.3,10%,Debit
155,5/4/2025,1164,2081,401,0.0,2984.88,10%,Debit
156,5/4/2025,1085,2031,402,1.0,508.77,20%,Debit
157,5/4/2025,1017,2097,402,1.0,757.89,25%,Debit
158,5/4/2025,1059,2042,402,0.0,0,10%,Debit
159,5/4/2025,1070,2018,402,2.0,0,10%,Debit
160,5/4/2025,1044,2014,401,1.0,886.68,15%,Cash
161,5/4/2025,1003,2045,402,2.0,499.42,20%,Credit
162,5/4/2025,1004,2022,403,0.0,671.18,10%,Cash
163,5/4/2025,1032,2094,404,0.0,493.35,75%,Cash
164,5/4/2025,1190,2008,404,3.0,266.36,10%,Debit
165,5/4/2025,1199,2046,401,3.0,167.15,75%,Credit
166,5/4/2025,1128,2028,401,2.0,2041.41,50%,Debit
167,5/4/2025,1117,2082,401,0.0,799.8,10%,Debit
168,5/4/2025,1122,2051,404,0.0,234.64,75%,Debit
169,5/4/2025,1125,2091,404,0.0,1811.58,20%,Debit
170,5/4/2025,1020,2041,402,0.0,0,20%,Debit
171,5/4/2025,1032,2035,403,3.0,4499.95,20%,Credit
172,5/4/2025,1152,2067,403,3.0,872.85,50%,Credit
173,5/4/2025,1129,2077,404,0.0,2809.15,75%,Cash
174,5/4/2025,1179,2014,402,3.0,738.9,25%,Debit
175,5/4/2025,1115,2029,404,2.0,0,50%,Debit
176,5/4/2025,1116,2051,404,0.0,351.96,75%,Credit
177,5/4/2025,1080,2054,403,2.0,3602.04,25%,Debit
178,5/4/2025,1095,2019,404,0.0,933.93,15%,Debit
179,5/4/2025,1023,2010,401,3.0,0,20%,Credit
180,5/4/2025,1024,2095,403,1.0,3533.69,50%,Cash
181,5/4/2025,1142,2007,403,0.0,583.39,20%,Credit
182,5/4/2025,1105,2045,404,0.0,624.28,10%,Credit
183,5/4/2025,1073,2076,403,2.0,1934.57,50%,Cash
184,5/4/2025,1026,2073,402,1.0,1797.95,10%,Debit
185,5/4/2025,1168,2061,402,0.0,599.76,10%,Credit
186,5/4/2025,1089,2071,403,0.0,0,25%,Debit
187,5/4/2025,1195,2035,402,3.0,0,20%,Debit
188,5/4/2025,1143,2098,401,2.0,2178.86,20%,Debit
189,5/4/2025,1007,2023,403,2.0,751.63,15%,Credit
190,5/4/2025,1086,2044,401,1.0,373.64,10%,Debit
191,5/4/2025,1036,2072,404,0.0,1260.9,10%,Debit
192,5/4/2025,1036,2094,401,0.0,2466.75,10%,Credit
193,5/4/2025,1191,2067,402,3.0,872.85,15%,Credit
194,5/4/2025,1107,2058,403,1.0,1800.22,10%,Debit
195,5/4/2025,1094,2039,403,0.0,1952.88,75%,Cash
196,5/4/2025,1013,2019,402,0.0,0,25%,Debit
197,5/4/2025,1172,2010,403,3.0,0,15%,Debit
198,5/4/2025,1169,2054,404,3.0,900.51,25%,Cash
199,5/4/2025,1106,2034,402,0.0,136.17,50%,Cash
200,5/4/2025,1088,2055,401,2.0,129.46,75%,Credit
201,5/4/2025,1173,2086,404,2.0,715.28,75%,Debit
202,5/4/2025,1011,2028,404,0.0,0,20%,Debit
203,5/4/2025,1001,2026,403,1.0,190.4,15%,Debit
204,5/4/2025,1196,2017,403,2.0,370.96,75%,Debit
205,5/4/2025,1083,2015,401,3.0,0,20%,Debit
206,5/4/2025,1191,2055,402,1.0,48.55,20%,Debit
207,5/4/2025,1097,2068,402,2.0,1312.38,15%,Debit
208,5/4/2025,1018,2050,401,3.0,0,75%,Credit
209,5/4/2025,1004,2058,401,2.0,1066.8,10%,Cash
210,5/4/2025,1147,2054,404,3.0,2701.53,10%,Credit
211,5/4/2025,1074,2014,404,0.0,738.9,10%,Cash
212,5/4/2025,1083,2021,404,2.0,668.33,50%,Debit
213,5/4/2025,1022,2055,401,1.0,97.09,20%,Credit
214,5/4/2025,1111,2075,404,0.0,1561.28,75%,Debit
215,5/4/2025,1101,2039,403,1.0,2636.39,20%,Credit
216,5/4/2025,1085,2099,402,0.0,646.32,10%,Cash
217,5/4/2025,1130,2081,401,1.0,1343.2,10%,Credit
218,5/4/2025,1198,2044,403,1.0,186.82,20%,Debit
219,5/4/2025,1060,2013,402,2.0,0,25%,Credit
220,5/4/2025,1050,2022,402,0.0,671.18,50%,Cash
221,5/4/2025,1045,2098,404,3.0,907.86,75%,Cash
222,5/4/2025,1193,2072,404,2.0,1681.2,20%,Debit
223,5/4/2025,1160,2040,402,3.0,138.16,20%,Debit
224,5/4/2025,1017,2060,404,2.0,0,10%,Debit
225,5/4/2025,1070,2075,401,2.0,624.51,10%,Debit
226,5/4/2025,1129,2009,403,3.0,198.93,20%,Debit
227,5/4/2025,1115,2004,401,2.0,2225.4,10%,Credit
228,5/4/2025,1073,2009,401,3.0,66.31,20%,Credit
229,5/4/2025,1118,2074,401,3.0,659.5,10%,Credit
230,5/4/2025,1146,2083,402,2.0,614.53,20%,Credit
231,5/4/2025,1154,2060,402,0.0,408.38,15%,Credit
232,5/4/2025,1115,2013,403,0.0,2806.08,15%,Debit
233,5/4/2025,1129,2082,402,0.0,1066.4,25%,Debit
234,5/4/2025,1063,2090,404,3.0,71.64,20%,Credit
235,5/4/2025,1134,2066,402,2.0,1238.54,10%,Debit
236,5/4/2025,1095,2036,404,3.0,653.94,75%,Credit
237,5/4/2025,1198,2043,401,2.0,1397.52,75%,Debit
238,5/4/2025,1016,2042,401,3.0,0,10%,Credit
239,5/4/2025,1072,2032,402,2.0,1512.96,10%,Credit
240,5/4/2025,1020,2074,402,2.0,527.6,10%,Debit
241,5/4/2025,1079,2083,404,1.0,691.34,15%,Debit
242,5/4/2025,1152,2090,401,2.0,57.31,50%,Cash
243,5/4/2025,1143,2048,403,1.0,0,15%,Credit
244,5/4/2025,1171,2089,401,3.0,1654.08,10%,Credit
245,5/4/2025,1130,2046,401,2.0,106.98,10%,Debit
246,5/4/2025,1079,2023,402,2.0,3006.53,15%,Credit
247,5/4/2025,1196,2062,402,1.0,1114.85,75%,Debit
248,5/4/2025,1035,2019,401,2.0,0,75%,Debit
249,5/4/2025,1025,2064,401,2.0,705.7,20%,Debit
250,5/4/2025,1196,2079,402,3.0,2851.62,10%,Cash
251,5/4/2025,1039,2020,402,1.0,338.25,50%,Credit
252,5/4/2025,1184,2056,401,3.0,1574.16,50%,Debit
253,5/4/2025,1093,2086,402,3.0,3576.4,20%,Debit
254,5/4/2025,1156,2036,404,1.0,392.36,50%,Cash
255,5/4/2025,1136,2030,403,3.0,509.91,15%,Debit
256,5/4/2025,1049,2047,404,3.0,1674.9,10%,Credit
257,5/4/2025,1196,2036,404,3.0,0,50%,Debit
258,5/4/2025,1041,2025,402,2.0,671.09,10%,Debit
259,5/4/2025,1013,2082,404,2.0,1066.4,75%,Debit
260,5/4/2025,1141,2013,401,2.0,748.29,75%,Cash
261,5/4/2025,1021,2097,402,2.0,673.68,10%,Debit
262,5/4/2025,1115,2065,402,3.0,1881.36,20%,Debit
263,5/4/2025,1023,2028,404,2.0,510.35,10%,Cash
264,5/4/2025,1006,2053,401,3.0,610.15,75%,Debit
265,5/4/2025,1128,2047,402,3.0,1004.94,15%,Cash
266,5/4/2025,1020,2047,402,0.0,669.96,75%,Debit
267,5/4/2025,1081,2012,403,1.0,1682.61,10%,Cash
268,5/4/2025,1035,2004,403,3.0,927.25,15%,Debit
269,5/4/2025,1178,2017,404,3.0,1854.8,20%,Credit
270,5/4/2025,1157,2000,401,0.0,1938.62,20%,Credit
271,5/4/2025,1065,2027,402,3.0,775.83,20%,Debit
272,5/4/2025,1028,2099,403,1.0,3490.13,20%,Debit
273,5/4/2025,1077,2015,401,1.0,1822.42,10%,Credit
274,5/4/2025,1107,2081,404,0.0,2238.66,25%,Cash
275,5/4/2025,1028,2063,401,1.0,994.43,75%,Credit
276,5/4/2025,1183,2018,403,3.0,2711.3,25%,Debit
277,5/4/2025,1000,2078,403,1.0,0,50%,Debit
278,5/4/2025,1146,2053,402,0.0,1220.3,25%,Debit
279,5/4/2025,1134,2046,401,0.0,33.43,20%,Cash
280,5/4/2025,1099,2060,401,3.0,1633.52,20%,Debit
281,5/4/2025,1095,2032,401,2.0,1512.96,15%,Credit
282,5/4/2025,1017,2044,402,0.0,207.58,75%,Debit
283,5/4/2025,1197,2074,403,1.0,593.55,10%,Debit
284,5/4/2025,1011,2045,403,1.0,842.78,15%,Debit
285,5/4/2025,1199,2087,404,3.0,159.32,75%,Cash
286,5/4/2025,1161,2023,402,0.0,939.54,20%,Credit
287,5/4/2025,1183,2099,404,0.0,1292.64,50%,Cash
288,5/4/2025,1075,2025,401,1.0,0,10%,Debit
289,5/4/2025,1010,2040,403,3.0,138.16,15%,Debit
290,5/4/2025,1139,2060,403,0.0,1225.14,75%,Cash
291,5/4/2025,1192,2082,402,2.0,213.28,10%,Debit
292,5/4/2025,1091,2099,401,2.0,1034.11,10%,Debit
293,5/4/2025,1069,2015,403,3.0,2699.88,20%,Credit
294,5/4/2025,1102,2095,404,3.0,1472.37,20%,Credit
295,5/4/2025,1086,2023,404,3.0,3758.16,50%,Debit
296,5/4/2025,1094,2066,403,0.0,1032.12,75%,Debit
297,5/4/2025,1186,2054,401,3.0,0,10%,Credit
298,5/4/2025,1154,2023,403,2.0,751.63,50%,Debit
299,5/4/2025,1026,2010,403,2.0,62.27,10%,Debit
300,5/4/2025,1078,2057,404,1.0,393.28,10%,Debit
301,5/4/2025,1176,2056,403,3.0,524.72,10%,Debit
302,5/4/2025,1010,2093,403,3.0,0,15%,Credit
303,5/4/2025,1070,2081,401,0.0,1492.44,10%,Credit
304,5/4/2025,1171,2081,404,2.0,596.98,75%,Debit
305,5/4/2025,1131,2095,402,0.0,1472.37,50%,Credit
306,5/4/2025,1036,2077,404,0.0,1123.66,15%,Cash
307,5/4/2025,1032,2008,402,2.0,106.54,75%,Debit
308,5/4/2025,1092,2049,401,1.0,0,10%,Debit
309,5/4/2025,1173,2057,403,2.0,349.58,75%,Debit
310,5/4/2025,1113,2097,401,1.0,757.89,10%,Debit
311,5/4/2025,1135,2046,404,2.0,80.23,20%,Debit
312,5/4/2025,1166,2035,402,0.0,899.99,10%,Cash
313,5/4/2025,1006,2094,402,3.0,1480.05,50%,Debit
314,5/4/2025,1132,2049,401,2.0,1503.74,10%,Credit
315,5/4/2025,1198,2033,404,1.0,2257.88,10%,Debit
316,5/4/2025,1156,2036,404,1.0,784.73,15%,Debit
317,5/4/2025,1031,2017,401,3.0,0,15%,Debit
318,5/4/2025,1044,2091,404,0.0,1811.58,15%,Debit
319,5/4/2025,1174,2040,403,0.0,34.54,20%,Debit
320,5/4/2025,1140,2069,403,2.0,557.74,20%,Cash
321,5/4/2025,1040,2091,402,2.0,724.63,20%,Credit
322,5/4/2025,1130,2028,401,1.0,574.15,10%,Cash
323,5/4/2025,1035,2030,404,0.0,339.94,20%,Debit
324,5/4/2025,1092,2070,403,3.0,102.54,10%,Debit
325,5/4/2025,1141,2016,401,0.0,0,15%,Debit
326,5/4/2025,1079,2050,404,3.0,186.78,50%,Debit
327,5/4/2025,1196,2052,401,1.0,2632.54,20%,Credit
328,5/4/2025,1081,2082,401,3.0,1066.4,20%,Credit
329,5/4/2025,1119,2087,403,1.0,0,75%,Debit
330,5/4/2025,1199,2070,402,1.0,30.76,75%,Debit
331,5/4/2025,1110,2064,401,0.0,0,10%,Credit
332,5/4/2025,1132,2019,403,1.0,1681.07,15%,Credit
333,5/4/2025,1041,2041,402,2.0,643.37,20%,Debit
334,5/4/2025,1132,2036,401,2.0,348.77,25%,Debit
335,5/4/2025,1050,2081,403,1.0,2686.39,10%,Credit
336,5/4/2025,1160,2038,401,1.0,0,75%,Debit
337,5/4/2025,1151,2074,402,1.0,1187.1,10%,Debit
338,5/4/2025,1168,2079,403,0.0,1901.08,20%,Credit
339,5/4/2025,1007,2010,401,2.0,62.27,50%,Debit
340,5/4/2025,1166,2026,404,0.0,0,20%,Cash
341,5/4/2025,1127,2080,403,2.0,1997.42,75%,Credit
342,5/4/2025,1123,2031,404,2.0,1356.72,75%,Debit
343,5/4/2025,1116,2009,401,1.0,119.36,10%,Debit
344,5/4/2025,1112,2053,404,3.0,0,15%,Cash
345,5/4/2025,1052,2043,402,2.0,698.76,25%,Credit
346,5/4/2025,1183,2040,403,3.0,103.62,10%,Debit
347,5/4/2025,1033,2097,403,0.0,4210.5,20%,Debit
348,5/4/2025,1081,2030,404,0.0,339.94,75%,Debit
349,5/4/2025,1068,2057,402,1.0,1179.85,75%,Credit
350,5/4/2025,1024,2006,403,3.0,594,15%,Credit
351,5/4/2025,1157,2053,402,1.0,1098.27,20%,Credit
352,5/4/2025,1083,2073,403,1.0,2247.44,10%,Cash
353,5/4/2025,1195,2020,404,3.0,1879.15,50%,Credit
354,5/4/2025,1127,2039,404,0.0,1952.88,10%,Debit
355,5/4/2025,1023,2050,404,1.0,0,20%,Debit
356,5/4/2025,1055,2074,403,0.0,1978.5,75%,Cash
357,5/4/2025,1012,2036,404,3.0,653.94,20%,Debit
358,5/4/2025,1073,2068,401,0.0,2460.72,20%,Debit
359,5/4/2025,1110,2017,403,2.0,370.96,10%,Credit
360,5/4/2025,1195,2051,403,0.0,117.32,20%,Debit
361,5/4/2025,1102,2006,402,2.0,792,75%,Debit
362,5/4/2025,1141,2036,401,3.0,871.92,25%,Cash
363,5/4/2025,1129,2057,403,0.0,1747.92,10%,Credit
364,5/4/2025,1032,2012,404,2.0,997.1,20%,Debit
365,5/4/2025,1086,2071,403,1.0,553.64,75%,Debit
366,5/4/2025,1050,2077,404,0.0,561.83,10%,Cash
367,5/4/2025,1011,2004,402,2.0,0,15%,Credit
368,5/4/2025,1121,2066,404,1.0,0,75%,Credit
369,5/4/2025,1155,2065,402,2.0,1128.82,25%,Cash
370,5/4/2025,1156,2040,402,3.0,138.16,15%,Debit
371,5/4/2025,1157,2094,403,2.0,1578.72,75%,Debit
372,5/4/2025,1129,2065,404,2.0,752.54,15%,Debit
373,5/4/2025,1121,2002,403,2.0,2771.2,20%,Credit
374,5/4/2025,1172,2014,404,2.0,197.04,25%,Cash
375,5/4/2025,1185,2088,401,3.0,2128.05,10%,Debit
376,5/4/2025,1067,2083,402,0.0,0,20%,Debit
377,5/4/2025,1149,2061,402,3.0,1199.52,50%,Credit
378,5/4/2025,1037,2087,402,0.0,318.64,20%,Credit
379,5/4/2025,1146,2089,401,1.0,744.34,10%,Credit
380,5/4/2025,1004,2056,403,3.0,2098.88,50%,Debit
381,5/4/2025,1038,2052,402,3.0,2193.78,20%,Debit
382,5/4/2025,1128,2099,404,0.0,3877.92,20%,Debit
383,5/4/2025,1180,2017,402,2.0,741.92,10%,Cash
384,5/4/2025,1169,2061,404,2.0,319.87,20%,Cash
385,5/4/2025,1044,2058,403,2.0,1066.8,15%,Cash
386,5/4/2025,1173,2098,403,3.0,3631.44,20%,Cash
387,5/4/2025,1049,2031,403,2.0,1356.72,15%,Debit
388,5/4/2025,1057,2038,403,1.0,2501.58,10%,Debit
389,5/4/2025,1176,2090,404,2.0,343.87,20%,Debit
390,5/4/2025,1122,2044,403,2.0,166.06,10%,Cash
391,5/4/2025,1031,2073,404,3.0,1498.29,10%,Debit
392,5/4/2025,1088,2098,402,2.0,726.29,10%,Credit
393,5/4/2025,1010,2036,401,2.0,348.77,50%,Credit
394,5/4/2025,1113,2083,403,3.0,3072.64,10%,Debit
395,5/4/2025,1054,2025,403,2.0,671.09,75%,Debit
396,5/4/2025,1035,2013,402,1.0,1683.65,50%,Debit
397,5/4/2025,1012,2085,402,1.0,217.94,10%,Debit
398,5/4/2025,1013,2012,404,2.0,1994.21,75%,Credit
399,5/4/2025,1183,2060,401,1.0,367.54,10%,Debit
400,5/4/2025,1001,2070,402,3.0,102.54,20%,Credit
401,5/4/2025,1167,2060,404,1.0,735.08,50%,Credit
402,5/4/2025,1193,2036,403,2.0,348.77,15%,Credit
403,5/4/2025,1165,2007,401,1.0,0,15%,Debit
404,5/4/2025,1136,2094,401,1.0,1776.06,10%,Cash
405,5/4/2025,1106,2022,401,3.0,671.18,10%,Debit
406,5/4/2025,1126,2023,403,0.0,0,20%,Credit
407,5/4/2025,1002,2038,401,2.0,1482.42,10%,Debit
408,5/4/2025,1072,2058,404,1.0,1200.15,75%,Cash
409,5/4/2025,1129,2059,403,1.0,1382.54,75%,Credit
410,5/4/2025,1028,2042,402,3.0,502.83,10%,Credit
411,5/4/2025,1165,2032,402,0.0,0,10%,Debit
412,5/4/2025,1188,2043,403,1.0,1572.21,75%,Debit
413,5/4/2025,1044,2078,404,3.0,426.03,50%,Debit
414,5/4/2025,1131,2041,401,3.0,3216.84,25%,Credit
415,5/4/2025,1171,2012,402,1.0,1121.74,15%,Credit
416,5/4/2025,1122,2041,402,0.0,1608.42,20%,Cash
417,5/4/2025,1066,2049,402,3.0,0,20%,Debit
418,5/4/2025,1192,2034,403,2.0,326.81,10%,Credit
419,5/4/2025,1149,2092,401,2.0,1157.3,75%,Cash
420,5/4/2025,1167,2046,402,0.0,133.72,10%,Cash
421,5/4/2025,1170,2015,404,2.0,0,10%,Cash
422,5/4/2025,1040,2051,403,0.0,469.28,20%,Debit
423,5/4/2025,1163,2037,403,1.0,0,20%,Cash
424,5/4/2025,1056,2017,404,1.0,834.66,50%,Cash
425,5/4/2025,1116,2095,403,3.0,490.79,25%,Credit
426,5/4/2025,1179,2070,404,1.0,61.52,20%,Debit
427,5/4/2025,1195,2031,401,3.0,1695.9,75%,Debit
428,5/4/2025,1135,2090,403,0.0,0,10%,Debit
429,5/4/2025,1144,2014,401,1.0,443.34,75%,Debit
430,5/4/2025,1146,2068,402,1.0,2952.86,10%,Credit
431,5/4/2025,1083,2066,404,0.0,516.06,20%,Debit
432,5/4/2025,1174,2026,404,0.0,423.12,75%,Credit
433,5/4/2025,1130,2057,401,3.0,1747.92,20%,Credit
